"ID","Nome","Indirizzo","Delivery","Prenotazione online","Tipo cucina","Prezzo","Descrizione","Latitudine","Longitudine"
"945","Sichelburg","via Castello 1a, Pfalzen, 39030, Italy","True","True","Creative","€€","Treat yourself to a great meal in an idyllic setting in this village restaurant occupying the first floor of a castle dating back to the 13C. The romantic dining rooms are furnished with wood, while the creative cuisine focuses on typical mountain produce.","46.8144957","11.8829237"
"946","Il Verso del Ghiottone","via Demagistris 5, Dogliani, 12063, Italy","True","False","Piedmontese","€€","This restaurant housed in an 18C building has a warm, rustic feel with terracotta, stone and brick decor and black tables with American-style place mats, resulting in a vibrant yet elegant atmosphere where the service is informal and yet also highly professional. The cuisine is inspired by regional recipes which are reinterpreted and given a lighter flavour. There’s no shortage of interesting fish dishes, including the exquisite red shrimp, which is half-cooked, half-raw and served with passion-fruit caramel.","44.5279714","7.9490561"
"947","Trattoria del Nuovo Macello","via Cesare Lombroso 20, Milan, 20137, Italy","True","True","Lombardian","€€","Named after the slaughterhouse opened opposite the premises in 1927, this restaurant was taken over 30 years later by the grandfather of one of the current partners, as he was convinced that the restaurant’s busy location would contribute to its success – and he wasn’t wrong! The traditional, regional cuisine served here is reinterpreted with a contemporary flavour and includes delicious specialities such as cotoletta alla milanese made from meat matured for 40 days.","45.4560446","9.2267357"
"948","Antica Pesa","via Garibaldi 18, Rome, 00153, Italy","True","False","Roman","€€","Typical Roman dishes made from carefully selected ingredients grace the menu of this restaurant, which is housed in a grain storehouse that once belonged to the neighbouring Papal State. Large paintings by contemporary artists hang on the walls and there is a small lounge with a fireplace near the entrance.","41.8906","12.46638"
"949","Osteria dei Vespri","piazza Croce dei Vespri 6, Palermo, 90133, Italy","True","True","Modern Cuisine","€€€","Situated in the palazzo where the famous ball scene in the “The Leopard” by Luchino Visconti was filmed, this restaurant serves cuisine that moves with the times, featuring modern dishes made from local ingredients, while a friendly welcome from the long-established owners adds to the appeal. Cocktails, tapas and simpler yet equally delicious cuisine is served in the Occhiovivo! Bistrot next door, the name of which refers to a Sicilian saying which means “Be careful!”.","38.114758","13.3658272"
"950","Riva","via Riva 16, Ponte dell'Olio, 29028, Italy","True","True","Modern Cuisine","€€","In a small village with a fascinating crenellated castle, this restaurant is run by a husband and wife team. They offer a refined cuisine that is a balanced blend of local recipes and creativity.","44.8568639","9.6288342"
"951","Antica Trattoria del Gallo","via Privata Gerli 3, Vigano, 20083, Italy","True","True","Lombardian","€€","A splendid example of a country trattoria, which has been delighting its guests with typical dishes from Lombardy for over a century. Meals are served either in the attractive vintage-style dining room or, in fine weather, outdoors under the Virginia creeper and mature wisteria. Truly enchanting!","45.3799348","9.0245013"
"952","San Michele","via Castello di Fagagna 33, Fagagna, 33034, Italy","False","True","Modern Cuisine","€€","Situated next to the ruins of the old castle and the small church of San Michele, this 13C building, thought to have once housed a guardroom, is now home to a small restaurant serving regional, seasonal cuisine with a modern twist. During the week, the restaurant offers a lunchtime menu of top-quality snacks (the Venetian “cicchetti”), as well as a few “primi” and desserts.","46.114908","13.0877924"
"953","L'Angolino da Filippo","via Sangritana 1, Marina di San Vito, 66038, Italy","False","True","Seafood","€€","A red door just a few metres from the sea marks the entrance to this long-established restaurant (a family-run business for over a century), which boasts two small dining rooms with brick-vaulted ceilings and a lively atmosphere. Unsurprisingly, the menu focuses on fish and seafood specialities, which showcase a combination of delicious modern and traditional flavours.","42.3083754","14.4459796"
"954","L'antica Pizzeria da Michele","via Cesare Sersale 1/7, Naples, 80139, Italy","False","False","Pizza","€","You can really sense the history of Naples in this pizzeria, which was founded in 1870 and boasts a lively, convivial atmosphere – if you sit alone, you’re sure to find yourself sharing travellers’ tales with fellow diners by the end of your meal! Note that the restaurant only serves two types of pizza – Margherita (tomato and mozzarella) and Marinara (tomato, oregano and garlic). Numbered tickets are issued to diners, who then take a seat and are called in turn (open all day). A second restaurant has recently been opened nearby.","40.8497214","14.2634903"
"955","Pierre Alexis 1877","via Marconi 50/a, Courmayeur, 11013, Italy","True","False","Traditional Cuisine","€€€","Situated in a house dating from 1877 (as the name suggests) in the pedestrian heart of old Courmayeur, this restaurant serves traditional cuisine with an imaginative twist. In spring, wild herbs picked in the surrounding valleys are added to the dishes.","45.7894165","6.9742888"
"956","Da Gigetto","via De Gasperi 5, Miane, 31050, Italy","False","False","Regional Cuisine","€€","A long-established restaurant with a renowned reputation thanks to the enthusiasm of the family at the helm and the excellent cuisine on offer. The carefully designed menu focuses mainly on classic regional dishes, yet also includes more contemporary options and even a few fish-based specialities, while the impressive wine list features more than 1 000 different labels, including some surprising names and various vertical wine-tasting options.","45.942004","12.0900375"
"957","La Maison Delfino","via Lagrange 4, borgo Mercato, Moncalieri, 10024, Italy","False","False","Seafood","€€","This small, elegant restaurant outside the centre is enthusiastically run by two brothers: round tables and well - kept dining room for savoring seafood specialities.","45.0001263","7.6736825"
"958","Doppio Gusto","via Luigi Rizzo 1/2, Milazzo, 98057, Italy","True","False","Seafood","€€€","Fish specialities take pride of place on the menu of this elegant, contemporary - style restaurant with friendly, informal service. Good selection of wines, also available by the glass.","38.2200717","15.241736"
"959","Aquariva","via Marconi 57, Padenghe sul Garda, 25080, Italy","False","True","Seafood","€€€","Renowned for its fish, this restaurant offers a good choice of raw fish and a delicious plateau royale. The elegant, spacious dining room boasts a restful colour scheme and views of the lake through its picture windows.","45.49376","10.51139"
